account_id,account_number_masked,bank_name,person_id,city,currency
ACC_0737,XX000737,Bank of Baroda,SYN_P_0737,Indore,INR
ACC_0738,XX000738,Axis Bank,SYN_P_0738,Lucknow,INR
ACC_0739,XX000739,Punjab National Bank,SYN_P_0739,Bhubaneswar,INR
ACC_0740,XX000740,HDFC Bank,SYN_P_0740,Nagpur,INR
ACC_0741,XX000741,Axis Bank,SYN_P_0741,Mumbai,INR
ACC_0742,XX000742,ICICI Bank,SYN_P_0742,Pune,INR
ACC_0743,XX000743,State Bank of India,SYN_P_0743,Meerut,INR
ACC_0744,XX000744,Bank of Baroda,SYN_P_0744,Ghaziabad,INR
ACC_0745,XX000745,Bank of Baroda,SYN_P_0745,Delhi,INR
ACC_0746,XX000746,State Bank of India,SYN_P_0746,Haridwar,INR
ACC_0747,XX000747,Axis Bank,SYN_P_0747,Surat,INR
ACC_0748,XX000748,Axis Bank,SYN_P_0748,Pune,INR
ACC_0749,XX000749,Axis Bank,SYN_P_0749,Dehradun,INR
ACC_0750,XX000750,ICICI Bank,SYN_P_0750,Meerut,INR
ACC_0751,XX000751,State Bank of India,SYN_P_0751,Lucknow,INR
ACC_0752,XX000752,HDFC Bank,SYN_P_0752,Ghaziabad,INR
ACC_0753,XX000753,ICICI Bank,SYN_P_0753,Kanpur,INR
ACC_0754,XX000754,Bank of Baroda,SYN_P_0754,Ahmedabad,INR
ACC_0755,XX000755,Bank of Baroda,SYN_P_0755,Surat,INR
ACC_0756,XX000756,State Bank of India,SYN_P_0756,Chennai,INR
ACC_0757,XX000757,ICICI Bank,SYN_P_0757,Chennai,INR
ACC_0758,XX000758,State Bank of India,SYN_P_0758,Hyderabad,INR
ACC_0759,XX000759,Bank of Baroda,SYN_P_0759,Ahmedabad,INR
ACC_0760,XX000760,HDFC Bank,SYN_P_0760,Meerut,INR
ACC_0761,XX000761,Bank of Baroda,SYN_P_0761,Delhi,INR
ACC_0762,XX000762,State Bank of India,SYN_P_0762,Ghaziabad,INR
ACC_0763,XX000763,ICICI Bank,SYN_P_0763,Pune,INR
ACC_0764,XX000764,HDFC Bank,SYN_P_0764,Chennai,INR
ACC_0765,XX000765,Punjab National Bank,SYN_P_0765,Ghaziabad,INR
ACC_0766,XX000766,ICICI Bank,SYN_P_0766,Bhopal,INR
ACC_0767,XX000767,ICICI Bank,SYN_P_0767,Bhopal,INR
ACC_0768,XX000768,Axis Bank,SYN_P_0768,Mumbai,INR
ACC_0769,XX000769,Bank of Baroda,SYN_P_0769,Nagpur,INR
ACC_0770,XX000770,Bank of Baroda,SYN_P_0770,Delhi,INR
ACC_0771,XX000771,Punjab National Bank,SYN_P_0771,Haridwar,INR
ACC_0772,XX000772,Bank of Baroda,SYN_P_0772,Ahmedabad,INR
ACC_0773,XX000773,State Bank of India,SYN_P_0773,Nagpur,INR
ACC_0774,XX000774,Bank of Baroda,SYN_P_0774,Ghaziabad,INR
ACC_0775,XX000775,Bank of Baroda,SYN_P_0775,Bhubaneswar,INR
ACC_0776,XX000776,ICICI Bank,SYN_P_0776,Chennai,INR
ACC_0777,XX000777,State Bank of India,SYN_P_0777,Chandigarh,INR
ACC_0778,XX000778,Axis Bank,SYN_P_0778,Kolkata,INR
ACC_0779,XX000779,State Bank of India,SYN_P_0779,Hyderabad,INR
ACC_0780,XX000780,Bank of Baroda,SYN_P_0780,Kanpur,INR
ACC_0781,XX000781,Punjab National Bank,SYN_P_0781,Patna,INR
ACC_0782,XX000782,ICICI Bank,SYN_P_0782,Nagpur,INR
ACC_0783,XX000783,HDFC Bank,SYN_P_0783,Kanpur,INR
ACC_0784,XX000784,Punjab National Bank,SYN_P_0784,Lucknow,INR
ACC_0785,XX000785,Bank of Baroda,SYN_P_0785,Dehradun,INR
ACC_0786,XX000786,Bank of Baroda,SYN_P_0786,Haridwar,INR
ACC_0787,XX000787,State Bank of India,SYN_P_0787,Dehradun,INR
ACC_0788,XX000788,Bank of Baroda,SYN_P_0788,Bengaluru,INR
ACC_0789,XX000789,Bank of Baroda,SYN_P_0789,Lucknow,INR
ACC_0790,XX000790,State Bank of India,SYN_P_0790,Ghaziabad,INR
ACC_0791,XX000791,HDFC Bank,SYN_P_0791,Kanpur,INR
ACC_0792,XX000792,HDFC Bank,SYN_P_0792,Ahmedabad,INR
ACC_0793,XX000793,Punjab National Bank,SYN_P_0793,Dehradun,INR
ACC_0794,XX000794,Axis Bank,SYN_P_0794,Ahmedabad,INR
ACC_0795,XX000795,HDFC Bank,SYN_P_0795,Haridwar,INR
ACC_0796,XX000796,Bank of Baroda,SYN_P_0796,Bengaluru,INR
ACC_0797,XX000797,HDFC Bank,SYN_P_0797,Ghaziabad,INR
ACC_0798,XX000798,ICICI Bank,SYN_P_0798,Pune,INR
ACC_0799,XX000799,Axis Bank,SYN_P_0799,Dehradun,INR
ACC_0800,XX000800,HDFC Bank,SYN_P_0800,Chandigarh,INR
ACC_0801,XX000801,Axis Bank,SYN_P_0801,Bhubaneswar,INR
ACC_0802,XX000802,HDFC Bank,SYN_P_0802,Indore,INR
ACC_0803,XX000803,Bank of Baroda,SYN_P_0803,Bengaluru,INR
ACC_0804,XX000804,Axis Bank,SYN_P_0804,Bhopal,INR
ACC_0805,XX000805,ICICI Bank,SYN_P_0805,Bhopal,INR
ACC_0806,XX000806,HDFC Bank,SYN_P_0806,Jaipur,INR
ACC_0807,XX000807,HDFC Bank,SYN_P_0807,Surat,INR
ACC_0808,XX000808,Bank of Baroda,SYN_P_0808,Meerut,INR
ACC_0809,XX000809,State Bank of India,SYN_P_0809,Lucknow,INR
ACC_0810,XX000810,Punjab National Bank,SYN_P_0810,Haridwar,INR
ACC_0811,XX000811,Bank of Baroda,SYN_P_0811,Delhi,INR
ACC_0812,XX000812,Bank of Baroda,SYN_P_0812,Nagpur,INR
ACC_0813,XX000813,HDFC Bank,SYN_P_0813,Mumbai,INR
ACC_0814,XX000814,State Bank of India,SYN_P_0814,Bhopal,INR
ACC_0815,XX000815,Axis Bank,SYN_P_0815,Nagpur,INR
ACC_0816,XX000816,State Bank of India,SYN_P_0816,Mumbai,INR
ACC_0817,XX000817,Axis Bank,SYN_P_0817,Surat,INR
ACC_0818,XX000818,Punjab National Bank,SYN_P_0818,Mumbai,INR
ACC_0819,XX000819,Punjab National Bank,SYN_P_0819,Ahmedabad,INR
ACC_0820,XX000820,HDFC Bank,SYN_P_0820,Indore,INR
ACC_0821,XX000821,Bank of Baroda,SYN_P_0821,Bhopal,INR
ACC_0822,XX000822,HDFC Bank,SYN_P_0822,Lucknow,INR
ACC_0823,XX000823,State Bank of India,SYN_P_0823,Haridwar,INR
ACC_0824,XX000824,Axis Bank,SYN_P_0824,Mumbai,INR
ACC_0825,XX000825,Bank of Baroda,SYN_P_0825,Bhopal,INR
ACC_0826,XX000826,ICICI Bank,SYN_P_0826,Ranchi,INR
ACC_0827,XX000827,Punjab National Bank,SYN_P_0827,Jaipur,INR
ACC_0828,XX000828,Axis Bank,SYN_P_0828,Bengaluru,INR
ACC_0829,XX000829,Bank of Baroda,SYN_P_0829,Mumbai,INR
ACC_0830,XX000830,Punjab National Bank,SYN_P_0830,Kanpur,INR
ACC_0831,XX000831,HDFC Bank,SYN_P_0831,Nagpur,INR
ACC_0832,XX000832,Bank of Baroda,SYN_P_0832,Mumbai,INR
ACC_0833,XX000833,ICICI Bank,SYN_P_0833,Haridwar,INR
ACC_0834,XX000834,Axis Bank,SYN_P_0834,Bhubaneswar,INR
ACC_0835,XX000835,Punjab National Bank,SYN_P_0835,Ranchi,INR
ACC_0836,XX000836,Bank of Baroda,SYN_P_0836,Indore,INR
ACC_0837,XX000837,HDFC Bank,SYN_P_0837,Bengaluru,INR
ACC_0838,XX000838,ICICI Bank,SYN_P_0838,Kolkata,INR
ACC_0839,XX000839,HDFC Bank,SYN_P_0839,Chandigarh,INR
ACC_0840,XX000840,ICICI Bank,SYN_P_0840,Mumbai,INR
ACC_0841,XX000841,Bank of Baroda,SYN_P_0841,Nagpur,INR
ACC_0842,XX000842,Axis Bank,SYN_P_0842,Dehradun,INR
ACC_0843,XX000843,Axis Bank,SYN_P_0843,Nagpur,INR
ACC_0844,XX000844,Bank of Baroda,SYN_P_0844,Pune,INR
ACC_0845,XX000845,Axis Bank,SYN_P_0845,Meerut,INR
ACC_0846,XX000846,Punjab National Bank,SYN_P_0846,Kolkata,INR
ACC_0847,XX000847,ICICI Bank,SYN_P_0847,Jaipur,INR
ACC_0848,XX000848,Punjab National Bank,SYN_P_0848,Kolkata,INR
ACC_0849,XX000849,Axis Bank,SYN_P_0849,Chennai,INR
ACC_0850,XX000850,ICICI Bank,SYN_P_0850,Kanpur,INR
ACC_0851,XX000851,State Bank of India,SYN_P_0851,Patna,INR
ACC_0852,XX000852,HDFC Bank,SYN_P_0852,Chennai,INR
ACC_0853,XX000853,State Bank of India,SYN_P_0853,Delhi,INR
ACC_0854,XX000854,ICICI Bank,SYN_P_0854,Bhubaneswar,INR
ACC_0855,XX000855,Axis Bank,SYN_P_0855,Surat,INR
ACC_0856,XX000856,Axis Bank,SYN_P_0856,Ranchi,INR
ACC_0857,XX000857,ICICI Bank,SYN_P_0857,Jaipur,INR
ACC_0858,XX000858,HDFC Bank,SYN_P_0858,Surat,INR
ACC_0859,XX000859,Bank of Baroda,SYN_P_0859,Haridwar,INR
ACC_0860,XX000860,Axis Bank,SYN_P_0860,Ranchi,INR
ACC_0861,XX000861,State Bank of India,SYN_P_0861,Ghaziabad,INR
ACC_0862,XX000862,HDFC Bank,SYN_P_0862,Ahmedabad,INR
ACC_0863,XX000863,Axis Bank,SYN_P_0863,Patna,INR
ACC_0864,XX000864,ICICI Bank,SYN_P_0864,Bengaluru,INR
ACC_0865,XX000865,Bank of Baroda,SYN_P_0865,Lucknow,INR
ACC_0866,XX000866,State Bank of India,SYN_P_0866,Indore,INR
ACC_0867,XX000867,ICICI Bank,SYN_P_0867,Haridwar,INR
ACC_0868,XX000868,Bank of Baroda,SYN_P_0868,Chandigarh,INR
ACC_0869,XX000869,Axis Bank,SYN_P_0869,Dehradun,INR
ACC_0870,XX000870,Bank of Baroda,SYN_P_0870,Patna,INR
ACC_0871,XX000871,HDFC Bank,SYN_P_0871,Lucknow,INR
ACC_0872,XX000872,Axis Bank,SYN_P_0872,Ranchi,INR
ACC_0873,XX000873,Axis Bank,SYN_P_0873,Ahmedabad,INR
ACC_0874,XX000874,Punjab National Bank,SYN_P_0874,Nagpur,INR
ACC_0875,XX000875,Axis Bank,SYN_P_0875,Ghaziabad,INR
ACC_0876,XX000876,Bank of Baroda,SYN_P_0876,Surat,INR
ACC_0877,XX000877,HDFC Bank,SYN_P_0877,Bhopal,INR
ACC_0878,XX000878,State Bank of India,SYN_P_0878,Bengaluru,INR
ACC_0879,XX000879,ICICI Bank,SYN_P_0879,Kolkata,INR
ACC_0880,XX000880,ICICI Bank,SYN_P_0880,Nagpur,INR
ACC_0881,XX000881,Punjab National Bank,SYN_P_0881,Chennai,INR
ACC_0882,XX000882,HDFC Bank,SYN_P_0882,Hyderabad,INR
ACC_0883,XX000883,Axis Bank,SYN_P_0883,Ranchi,INR
ACC_0884,XX000884,State Bank of India,SYN_P_0884,Ahmedabad,INR
ACC_0885,XX000885,Punjab National Bank,SYN_P_0885,Chennai,INR
ACC_0886,XX000886,ICICI Bank,SYN_P_0886,Noida,INR
ACC_0887,XX000887,ICICI Bank,SYN_P_0887,Pune,INR
ACC_0888,XX000888,Bank of Baroda,SYN_P_0888,Ranchi,INR
ACC_0889,XX000889,ICICI Bank,SYN_P_0889,Chennai,INR
ACC_0890,XX000890,Axis Bank,SYN_P_0890,Bhopal,INR
ACC_0891,XX000891,Axis Bank,SYN_P_0891,Indore,INR
ACC_0892,XX000892,Axis Bank,SYN_P_0892,Ghaziabad,INR
ACC_0893,XX000893,Axis Bank,SYN_P_0893,Meerut,INR
ACC_0894,XX000894,Axis Bank,SYN_P_0894,Chandigarh,INR
ACC_0895,XX000895,ICICI Bank,SYN_P_0895,Patna,INR
ACC_0896,XX000896,State Bank of India,SYN_P_0896,Patna,INR
ACC_0897,XX000897,ICICI Bank,SYN_P_0897,Pune,INR
ACC_0898,XX000898,Axis Bank,SYN_P_0898,Kanpur,INR
ACC_0899,XX000899,Bank of Baroda,SYN_P_0899,Indore,INR
ACC_0900,XX000900,HDFC Bank,SYN_P_0900,Bhopal,INR
ACC_0901,XX000901,ICICI Bank,SYN_P_0901,Noida,INR
ACC_0902,XX000902,Bank of Baroda,SYN_P_0902,Kolkata,INR
ACC_0903,XX000903,State Bank of India,SYN_P_0903,Indore,INR
ACC_0904,XX000904,ICICI Bank,SYN_P_0904,Patna,INR
ACC_0905,XX000905,Axis Bank,SYN_P_0905,Indore,INR
ACC_0906,XX000906,Axis Bank,SYN_P_0906,Nagpur,INR
ACC_0907,XX000907,HDFC Bank,SYN_P_0907,Mumbai,INR
ACC_0908,XX000908,Punjab National Bank,SYN_P_0908,Ahmedabad,INR
ACC_0909,XX000909,HDFC Bank,SYN_P_0909,Meerut,INR
ACC_0910,XX000910,Punjab National Bank,SYN_P_0910,Delhi,INR
ACC_0911,XX000911,HDFC Bank,SYN_P_0911,Meerut,INR
ACC_0912,XX000912,Bank of Baroda,SYN_P_0912,Dehradun,INR
ACC_0913,XX000913,State Bank of India,SYN_P_0913,Chandigarh,INR
ACC_0914,XX000914,Punjab National Bank,SYN_P_0914,Hyderabad,INR
ACC_0915,XX000915,Punjab National Bank,SYN_P_0915,Bhubaneswar,INR
ACC_0916,XX000916,ICICI Bank,SYN_P_0916,Hyderabad,INR
ACC_0917,XX000917,HDFC Bank,SYN_P_0917,Chennai,INR
ACC_0918,XX000918,Punjab National Bank,SYN_P_0918,Kolkata,INR
ACC_0919,XX000919,Punjab National Bank,SYN_P_0919,Ranchi,INR
ACC_0920,XX000920,State Bank of India,SYN_P_0920,Kolkata,INR
ACC_0921,XX000921,Bank of Baroda,SYN_P_0921,Chandigarh,INR
ACC_0922,XX000922,State Bank of India,SYN_P_0922,Surat,INR
ACC_0923,XX000923,Axis Bank,SYN_P_0923,Pune,INR
ACC_0924,XX000924,State Bank of India,SYN_P_0924,Nagpur,INR
ACC_0925,XX000925,Bank of Baroda,SYN_P_0925,Surat,INR
ACC_0926,XX000926,ICICI Bank,SYN_P_0926,Patna,INR
ACC_0927,XX000927,ICICI Bank,SYN_P_0927,Kolkata,INR
ACC_0928,XX000928,Punjab National Bank,SYN_P_0928,Ranchi,INR
ACC_0929,XX000929,State Bank of India,SYN_P_0929,Hyderabad,INR
ACC_0930,XX000930,Bank of Baroda,SYN_P_0930,Lucknow,INR
ACC_0931,XX000931,State Bank of India,SYN_P_0931,Pune,INR
ACC_0932,XX000932,Punjab National Bank,SYN_P_0932,Delhi,INR
ACC_0933,XX000933,HDFC Bank,SYN_P_0933,Bengaluru,INR
ACC_0934,XX000934,ICICI Bank,SYN_P_0934,Meerut,INR
ACC_0935,XX000935,Punjab National Bank,SYN_P_0935,Haridwar,INR
ACC_0936,XX000936,HDFC Bank,SYN_P_0936,Ahmedabad,INR
ACC_0937,XX000937,HDFC Bank,SYN_P_0937,Ghaziabad,INR
ACC_0938,XX000938,Punjab National Bank,SYN_P_0938,Meerut,INR
ACC_0939,XX000939,Axis Bank,SYN_P_0939,Bhubaneswar,INR
ACC_0940,XX000940,Bank of Baroda,SYN_P_0940,Lucknow,INR
ACC_0941,XX000941,HDFC Bank,SYN_P_0941,Pune,INR
ACC_0942,XX000942,ICICI Bank,SYN_P_0942,Haridwar,INR
ACC_0943,XX000943,HDFC Bank,SYN_P_0943,Mumbai,INR
ACC_0944,XX000944,ICICI Bank,SYN_P_0944,Surat,INR
ACC_0945,XX000945,ICICI Bank,SYN_P_0945,Jaipur,INR
ACC_0946,XX000946,Axis Bank,SYN_P_0946,Hyderabad,INR
ACC_0947,XX000947,HDFC Bank,SYN_P_0947,Bengaluru,INR
ACC_0948,XX000948,Punjab National Bank,SYN_P_0948,Pune,INR
ACC_0949,XX000949,Bank of Baroda,SYN_P_0949,Bengaluru,INR
ACC_0950,XX000950,HDFC Bank,SYN_P_0950,Meerut,INR
ACC_0951,XX000951,State Bank of India,SYN_P_0951,Surat,INR
ACC_0952,XX000952,State Bank of India,SYN_P_0952,Bhubaneswar,INR
ACC_0953,XX000953,State Bank of India,SYN_P_0953,Ranchi,INR
ACC_0954,XX000954,Punjab National Bank,SYN_P_0954,Surat,INR
ACC_0955,XX000955,State Bank of India,SYN_P_0955,Mumbai,INR
ACC_0956,XX000956,Punjab National Bank,SYN_P_0956,Ghaziabad,INR
ACC_0957,XX000957,Axis Bank,SYN_P_0957,Haridwar,INR
ACC_0958,XX000958,Axis Bank,SYN_P_0958,Noida,INR
ACC_0959,XX000959,State Bank of India,SYN_P_0959,Ranchi,INR
ACC_0960,XX000960,HDFC Bank,SYN_P_0960,Meerut,INR
ACC_0961,XX000961,ICICI Bank,SYN_P_0961,Delhi,INR
ACC_0962,XX000962,ICICI Bank,SYN_P_0962,Mumbai,INR
ACC_0963,XX000963,State Bank of India,SYN_P_0963,Indore,INR
ACC_0964,XX000964,HDFC Bank,SYN_P_0964,Meerut,INR
ACC_0965,XX000965,Bank of Baroda,SYN_P_0965,Patna,INR
ACC_0966,XX000966,Bank of Baroda,SYN_P_0966,Kanpur,INR
ACC_0967,XX000967,HDFC Bank,SYN_P_0967,Bhubaneswar,INR
ACC_0968,XX000968,State Bank of India,SYN_P_0968,Chandigarh,INR
ACC_0969,XX000969,ICICI Bank,SYN_P_0969,Hyderabad,INR
ACC_0970,XX000970,Bank of Baroda,SYN_P_0970,Kanpur,INR
ACC_0971,XX000971,State Bank of India,SYN_P_0971,Chennai,INR
ACC_0972,XX000972,Axis Bank,SYN_P_0972,Kanpur,INR
ACC_0973,XX000973,Bank of Baroda,SYN_P_0973,Mumbai,INR
ACC_0974,XX000974,Axis Bank,SYN_P_0974,Chennai,INR
ACC_0975,XX000975,HDFC Bank,SYN_P_0975,Ahmedabad,INR
ACC_0976,XX000976,Bank of Baroda,SYN_P_0976,Surat,INR
ACC_0977,XX000977,ICICI Bank,SYN_P_0977,Chandigarh,INR
ACC_0978,XX000978,State Bank of India,SYN_P_0978,Nagpur,INR
ACC_0979,XX000979,State Bank of India,SYN_P_0979,Indore,INR
ACC_0980,XX000980,State Bank of India,SYN_P_0980,Kanpur,INR
ACC_0981,XX000981,Punjab National Bank,SYN_P_0981,Kanpur,INR
ACC_0982,XX000982,Bank of Baroda,SYN_P_0982,Indore,INR
ACC_0983,XX000983,Bank of Baroda,SYN_P_0983,Patna,INR
ACC_0984,XX000984,Bank of Baroda,SYN_P_0984,Ahmedabad,INR
ACC_0985,XX000985,Axis Bank,SYN_P_0985,Nagpur,INR
ACC_0986,XX000986,State Bank of India,SYN_P_0986,Delhi,INR
ACC_0987,XX000987,State Bank of India,SYN_P_0987,Bhubaneswar,INR
ACC_0988,XX000988,Bank of Baroda,SYN_P_0988,Bhopal,INR
ACC_0989,XX000989,Punjab National Bank,SYN_P_0989,Jaipur,INR
ACC_0990,XX000990,Punjab National Bank,SYN_P_0990,Surat,INR
ACC_0991,XX000991,HDFC Bank,SYN_P_0991,Kolkata,INR
ACC_0992,XX000992,State Bank of India,SYN_P_0992,Ahmedabad,INR
ACC_0993,XX000993,Bank of Baroda,SYN_P_0993,Nagpur,INR
ACC_0994,XX000994,Punjab National Bank,SYN_P_0994,Delhi,INR
ACC_0995,XX000995,Axis Bank,SYN_P_0995,Ranchi,INR
ACC_0996,XX000996,HDFC Bank,SYN_P_0996,Jaipur,INR
ACC_0997,XX000997,Punjab National Bank,SYN_P_0997,Jaipur,INR
ACC_0998,XX000998,ICICI Bank,SYN_P_0998,Dehradun,INR
ACC_0999,XX000999,ICICI Bank,SYN_P_0999,Ranchi,INR
ACC_1000,XX001000,Axis Bank,SYN_P_1000,Ghaziabad,INR
ACC_1001,XX001001,Punjab National Bank,SYN_P_1001,Kolkata,INR
ACC_1002,XX001002,Bank of Baroda,SYN_P_1002,Meerut,INR
ACC_1003,XX001003,State Bank of India,SYN_P_1003,Chennai,INR
ACC_1004,XX001004,ICICI Bank,SYN_P_1004,Kanpur,INR
ACC_1005,XX001005,ICICI Bank,SYN_P_1005,Pune,INR
ACC_1006,XX001006,Axis Bank,SYN_P_1006,Mumbai,INR
ACC_1007,XX001007,HDFC Bank,SYN_P_1007,Jaipur,INR
ACC_1008,XX001008,State Bank of India,SYN_P_1008,Surat,INR
ACC_1009,XX001009,ICICI Bank,SYN_P_1009,Meerut,INR
ACC_1010,XX001010,Bank of Baroda,SYN_P_1010,Dehradun,INR
ACC_1011,XX001011,Punjab National Bank,SYN_P_1011,Patna,INR
ACC_1012,XX001012,Axis Bank,SYN_P_1012,Bengaluru,INR
ACC_1013,XX001013,Axis Bank,SYN_P_1013,Hyderabad,INR
ACC_1014,XX001014,ICICI Bank,SYN_P_1014,Indore,INR
ACC_1015,XX001015,Axis Bank,SYN_P_1015,Mumbai,INR
ACC_1016,XX001016,State Bank of India,SYN_P_1016,Bhopal,INR
ACC_1017,XX001017,HDFC Bank,SYN_P_1017,Nagpur,INR
ACC_1018,XX001018,Axis Bank,SYN_P_1018,Bhopal,INR
ACC_1019,XX001019,Punjab National Bank,SYN_P_1019,Nagpur,INR
ACC_1020,XX001020,ICICI Bank,SYN_P_1020,Kolkata,INR
ACC_1021,XX001021,Axis Bank,SYN_P_1021,Meerut,INR
ACC_1022,XX001022,ICICI Bank,SYN_P_1022,Pune,INR
ACC_1023,XX001023,Bank of Baroda,SYN_P_1023,Pune,INR
ACC_1024,XX001024,Punjab National Bank,SYN_P_1024,Surat,INR
ACC_1025,XX001025,Punjab National Bank,SYN_P_1025,Bhopal,INR
ACC_1026,XX001026,HDFC Bank,SYN_P_1026,Kanpur,INR
ACC_1027,XX001027,Axis Bank,SYN_P_1027,Patna,INR
ACC_1028,XX001028,State Bank of India,SYN_P_1028,Ranchi,INR
ACC_1029,XX001029,Axis Bank,SYN_P_1029,Haridwar,INR
ACC_1030,XX001030,Bank of Baroda,SYN_P_1030,Bhopal,INR
ACC_1031,XX001031,Axis Bank,SYN_P_1031,Kolkata,INR
ACC_1032,XX001032,ICICI Bank,SYN_P_1032,Ghaziabad,INR
ACC_1033,XX001033,Punjab National Bank,SYN_P_1033,Patna,INR
ACC_1034,XX001034,Bank of Baroda,SYN_P_1034,Lucknow,INR
ACC_1035,XX001035,State Bank of India,SYN_P_1035,Mumbai,INR
ACC_1036,XX001036,Axis Bank,SYN_P_1036,Meerut,INR
ACC_1037,XX001037,HDFC Bank,SYN_P_1037,Chandigarh,INR
ACC_1038,XX001038,Punjab National Bank,SYN_P_1038,Haridwar,INR
ACC_1039,XX001039,State Bank of India,SYN_P_1039,Meerut,INR
ACC_1040,XX001040,Axis Bank,SYN_P_1040,Kanpur,INR
