person_id,full_name,first_name,last_name,gender,city,state
SYN_P_0625,Jyoti Thomas,Jyoti,Thomas,Female,Kolkata,West Bengal
SYN_P_0626,Parth Patel,Parth,Patel,Male,Navi Mumbai,Maharashtra
SYN_P_0627,Neha Agarwal,Neha,Agarwal,Female,Coimbatore,Tamil Nadu
SYN_P_0628,Nikhil Mishra,Nikhil,Mishra,Male,Varanasi,Uttar Pradesh
SYN_P_0629,Diya Gowda,Diya,Gowda,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0630,Ishaan Thakur,Ishaan,Thakur,Male,Pune,Maharashtra
SYN_P_0631,Tanvi Rawat,Tanvi,Rawat,Female,Jaipur,Rajasthan
SYN_P_0632,Deepak Puri,Deepak,Puri,Male,Ranchi,Jharkhand
SYN_P_0633,Manvi Mishra,Manvi,Mishra,Female,Jammu,Jammu and Kashmir
SYN_P_0634,Vihaan George,Vihaan,George,Male,Chennai,Tamil Nadu
SYN_P_0635,Pooja Reddy,Pooja,Reddy,Female,Ghaziabad,Uttar Pradesh
SYN_P_0636,Mohit Bansal,Mohit,Bansal,Male,Vijayawada,Andhra Pradesh
SYN_P_0637,Anjali Pandey,Anjali,Pandey,Female,Mumbai,Maharashtra
SYN_P_0638,Vivek Pillai,Vivek,Pillai,Male,Vadodara,Gujarat
SYN_P_0639,Sanya Rathore,Sanya,Rathore,Female,Patna,Bihar
SYN_P_0640,Shivam Negi,Shivam,Negi,Male,Srinagar,Jammu and Kashmir
SYN_P_0641,Trisha Bhatia,Trisha,Bhatia,Female,Hyderabad,Telangana
SYN_P_0642,Vikram Sengupta,Vikram,Sengupta,Male,Noida,Uttar Pradesh
SYN_P_0643,Simran Joseph,Simran,Joseph,Female,Raipur,Chhattisgarh
SYN_P_0644,Harsh Nair,Harsh,Nair,Male,Delhi,Delhi
SYN_P_0645,Payal Kapoor,Payal,Kapoor,Female,Surat,Gujarat
SYN_P_0646,Piyush Kulkarni,Piyush,Kulkarni,Male,Chandigarh,Chandigarh
SYN_P_0647,Preeti Banerjee,Preeti,Banerjee,Female,Ludhiana,Punjab
SYN_P_0648,Nitin Vora,Nitin,Vora,Male,Mysuru,Karnataka
SYN_P_0649,Kavya Dixit,Kavya,Dixit,Female,Kanpur,Uttar Pradesh
SYN_P_0650,Siddharth Madan,Siddharth,Madan,Male,Bhopal,Madhya Pradesh
SYN_P_0651,Avni Roy,Avni,Roy,Female,Meerut,Uttar Pradesh
SYN_P_0652,Kunal Sharma,Kunal,Sharma,Male,Ahmedabad,Gujarat
SYN_P_0653,Palak Menon,Palak,Menon,Female,Haldwani,Uttarakhand
SYN_P_0654,Sanjay Sethi,Sanjay,Sethi,Male,Amritsar,Punjab
SYN_P_0655,Vanshika Pawar,Vanshika,Pawar,Female,Bengaluru,Karnataka
SYN_P_0656,Aditya Dutta,Aditya,Dutta,Male,Lucknow,Uttar Pradesh
SYN_P_0657,Sneha Trivedi,Sneha,Trivedi,Female,Indore,Madhya Pradesh
SYN_P_0658,Abhishek Prasad,Abhishek,Prasad,Male,Kota,Rajasthan
SYN_P_0659,Radhika Bhardwaj,Radhika,Bhardwaj,Female,Thiruvananthapuram,Kerala
SYN_P_0660,Gaurav Karmakar,Gaurav,Karmakar,Male,Dehradun,Uttarakhand
SYN_P_0661,Srishti Singh,Srishti,Singh,Female,Gurugram,Haryana
SYN_P_0662,Tarun Das,Tarun,Das,Male,Nashik,Maharashtra
SYN_P_0663,Aanya Saxena,Aanya,Saxena,Female,Udaipur,Rajasthan
SYN_P_0664,Karan Patil,Karan,Patil,Male,Bhubaneswar,Odisha
SYN_P_0665,Sakshi Sinha,Sakshi,Sinha,Female,Thane,Maharashtra
SYN_P_0666,Dev Shukla,Dev,Shukla,Male,Kochi,Kerala
SYN_P_0667,Sonali Khatri,Sonali,Khatri,Female,Agra,Uttar Pradesh
SYN_P_0668,Sameer Suri,Sameer,Suri,Male,Guwahati,Assam
SYN_P_0669,Monika D'Souza,Monika,D'Souza,Female,Nagpur,Maharashtra
SYN_P_0670,Ujjwal Mehta,Ujjwal,Mehta,Male,Jodhpur,Rajasthan
SYN_P_0671,Isha Mukherjee,Isha,Mukherjee,Female,Kolkata,West Bengal
SYN_P_0672,Varun Tiwari,Varun,Tiwari,Male,Navi Mumbai,Maharashtra
SYN_P_0673,Ishita Shetty,Ishita,Shetty,Female,Coimbatore,Tamil Nadu
SYN_P_0674,Saurabh Yadav,Saurabh,Yadav,Male,Varanasi,Uttar Pradesh
SYN_P_0675,Apoorva Choudhary,Apoorva,Choudhary,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0676,Rajiv Oberoi,Rajiv,Oberoi,Male,Pune,Maharashtra
SYN_P_0677,Harini Lal,Harini,Lal,Female,Jaipur,Rajasthan
SYN_P_0678,Arjun Varghese,Arjun,Varghese,Male,Ranchi,Jharkhand
SYN_P_0679,Nisha Reddy,Nisha,Reddy,Female,Jammu,Jammu and Kashmir
SYN_P_0680,Akash Bansal,Akash,Bansal,Male,Chennai,Tamil Nadu
SYN_P_0681,Swati Pandey,Swati,Pandey,Female,Ghaziabad,Uttar Pradesh
SYN_P_0682,Shubham Pillai,Shubham,Pillai,Male,Vijayawada,Andhra Pradesh
SYN_P_0683,Ritika Rathore,Ritika,Rathore,Female,Mumbai,Maharashtra
SYN_P_0684,Lokesh Negi,Lokesh,Negi,Male,Vadodara,Gujarat
SYN_P_0685,Ananya Bhatia,Ananya,Bhatia,Female,Patna,Bihar
SYN_P_0686,Ankit Sengupta,Ankit,Sengupta,Male,Srinagar,Jammu and Kashmir
SYN_P_0687,Muskan Joseph,Muskan,Joseph,Female,Hyderabad,Telangana
SYN_P_0688,Dhruv Nair,Dhruv,Nair,Male,Noida,Uttar Pradesh
SYN_P_0689,Divya Kapoor,Divya,Kapoor,Female,Raipur,Chhattisgarh
SYN_P_0690,Rohit Kulkarni,Rohit,Kulkarni,Male,Delhi,Delhi
SYN_P_0691,Garima Banerjee,Garima,Banerjee,Female,Surat,Gujarat
SYN_P_0692,Varun Vora,Varun,Vora,Male,Chandigarh,Chandigarh
SYN_P_0693,Meera Dixit,Meera,Dixit,Female,Ludhiana,Punjab
SYN_P_0694,Manish Madan,Manish,Madan,Male,Mysuru,Karnataka
SYN_P_0695,Mahi Roy,Mahi,Roy,Female,Kanpur,Uttar Pradesh
SYN_P_0696,Pranav Sharma,Pranav,Sharma,Male,Bhopal,Madhya Pradesh
SYN_P_0697,Bhavna Menon,Bhavna,Menon,Female,Meerut,Uttar Pradesh
SYN_P_0698,Arnav Sethi,Arnav,Sethi,Male,Ahmedabad,Gujarat
SYN_P_0699,Lakshmi Pawar,Lakshmi,Pawar,Female,Haldwani,Uttarakhand
SYN_P_0700,Rohan Dutta,Rohan,Dutta,Male,Amritsar,Punjab
SYN_P_0701,Shreya Trivedi,Shreya,Trivedi,Female,Bengaluru,Karnataka
SYN_P_0702,Yash Prasad,Yash,Prasad,Male,Lucknow,Uttar Pradesh
SYN_P_0703,Komal Bhardwaj,Komal,Bhardwaj,Female,Indore,Madhya Pradesh
SYN_P_0704,Rishabh Karmakar,Rishabh,Karmakar,Male,Kota,Rajasthan
SYN_P_0705,Pallavi Singh,Pallavi,Singh,Female,Thiruvananthapuram,Kerala
SYN_P_0706,Mayank Das,Mayank,Das,Male,Dehradun,Uttarakhand
SYN_P_0707,Priya Saxena,Priya,Saxena,Female,Gurugram,Haryana
SYN_P_0708,Amit Patil,Amit,Patil,Male,Nashik,Maharashtra
SYN_P_0709,Tanya Sinha,Tanya,Sinha,Female,Udaipur,Rajasthan
SYN_P_0710,Kabir Shukla,Kabir,Shukla,Male,Bhubaneswar,Odisha
SYN_P_0711,Shruti Khatri,Shruti,Khatri,Female,Thane,Maharashtra
SYN_P_0712,Sachin Suri,Sachin,Suri,Male,Kochi,Kerala
SYN_P_0713,Kirti D'Souza,Kirti,D'Souza,Female,Agra,Uttar Pradesh
SYN_P_0714,Aarav Mehta,Aarav,Mehta,Male,Guwahati,Assam
SYN_P_0715,Riya Mukherjee,Riya,Mukherjee,Female,Nagpur,Maharashtra
SYN_P_0716,Rajat Tiwari,Rajat,Tiwari,Male,Jodhpur,Rajasthan
SYN_P_0717,Navya Shetty,Navya,Shetty,Female,Kolkata,West Bengal
SYN_P_0718,Tushar Yadav,Tushar,Yadav,Male,Navi Mumbai,Maharashtra
SYN_P_0719,Kritika Choudhary,Kritika,Choudhary,Female,Coimbatore,Tamil Nadu
SYN_P_0720,Atharv Oberoi,Atharv,Oberoi,Male,Varanasi,Uttar Pradesh
SYN_P_0721,Snehal Lal,Snehal,Lal,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0722,Rahul Varghese,Rahul,Varghese,Male,Pune,Maharashtra
SYN_P_0723,Aditi Shah,Aditi,Shah,Female,Jaipur,Rajasthan
SYN_P_0724,Ayush Agarwal,Ayush,Agarwal,Male,Ranchi,Jharkhand
SYN_P_0725,Nandini Tripathi,Nandini,Tripathi,Female,Jammu,Jammu and Kashmir
SYN_P_0726,Naveen Hegde,Naveen,Hegde,Male,Chennai,Tamil Nadu
SYN_P_0727,Jyoti Chauhan,Jyoti,Chauhan,Female,Ghaziabad,Uttar Pradesh
SYN_P_0728,Parth Bisht,Parth,Bisht,Male,Vijayawada,Andhra Pradesh
SYN_P_0729,Neha Ahuja,Neha,Ahuja,Female,Mumbai,Maharashtra
SYN_P_0730,Nikhil Ranjan,Nikhil,Ranjan,Male,Vadodara,Gujarat
SYN_P_0731,Diya Mathew,Diya,Mathew,Female,Patna,Bihar
SYN_P_0732,Ishaan Rao,Ishaan,Rao,Male,Srinagar,Jammu and Kashmir
SYN_P_0733,Tanvi Malhotra,Tanvi,Malhotra,Female,Hyderabad,Telangana
SYN_P_0734,Deepak Joshi,Deepak,Joshi,Male,Noida,Uttar Pradesh
SYN_P_0735,Manvi Krishnan,Manvi,Krishnan,Female,Raipur,Chhattisgarh
SYN_P_0736,Vihaan Solanki,Vihaan,Solanki,Male,Delhi,Delhi
SYN_P_0737,Pooja Bhat,Pooja,Bhat,Female,Surat,Gujarat
SYN_P_0738,Mohit Wadhwa,Mohit,Wadhwa,Male,Chandigarh,Chandigarh
SYN_P_0739,Anjali Bhattacharya,Anjali,Bhattacharya,Female,Ludhiana,Punjab
SYN_P_0740,Vivek Abraham,Vivek,Abraham,Male,Mysuru,Karnataka
SYN_P_0741,Sanya Iyer,Sanya,Iyer,Female,Kanpur,Uttar Pradesh
SYN_P_0742,Shivam Khanna,Shivam,Khanna,Male,Bhopal,Madhya Pradesh
SYN_P_0743,Trisha Deshmukh,Trisha,Deshmukh,Female,Meerut,Uttar Pradesh
SYN_P_0744,Vikram Ghosh,Vikram,Ghosh,Male,Ahmedabad,Gujarat
SYN_P_0745,Simran Desai,Simran,Desai,Female,Haldwani,Uttarakhand
SYN_P_0746,Harsh Mandal,Harsh,Mandal,Male,Amritsar,Punjab
SYN_P_0747,Payal Chopra,Payal,Chopra,Female,Bengaluru,Karnataka
SYN_P_0748,Piyush Saha,Piyush,Saha,Male,Lucknow,Uttar Pradesh
SYN_P_0749,Preeti Verma,Preeti,Verma,Female,Indore,Madhya Pradesh
SYN_P_0750,Nitin Bose,Nitin,Bose,Male,Kota,Rajasthan
SYN_P_0751,Kavya Arora,Kavya,Arora,Female,Thiruvananthapuram,Kerala
SYN_P_0752,Siddharth Jadhav,Siddharth,Jadhav,Male,Dehradun,Uttarakhand
SYN_P_0753,Avni Sarkar,Avni,Sarkar,Female,Gurugram,Haryana
SYN_P_0754,Kunal Dubey,Kunal,Dubey,Male,Nashik,Maharashtra
SYN_P_0755,Palak Rana,Palak,Rana,Female,Udaipur,Rajasthan
SYN_P_0756,Sanjay Kohli,Sanjay,Kohli,Male,Bhubaneswar,Odisha
SYN_P_0757,Vanshika Fernandes,Vanshika,Fernandes,Female,Thane,Maharashtra
SYN_P_0758,Aditya Gupta,Aditya,Gupta,Male,Kochi,Kerala
SYN_P_0759,Sneha Chatterjee,Sneha,Chatterjee,Female,Agra,Uttar Pradesh
SYN_P_0760,Abhishek Srivastava,Abhishek,Srivastava,Male,Guwahati,Assam
SYN_P_0761,Radhika Naik,Radhika,Naik,Female,Nagpur,Maharashtra
SYN_P_0762,Gaurav Kumar,Gaurav,Kumar,Male,Jodhpur,Rajasthan
SYN_P_0763,Srishti Agrawal,Srishti,Agrawal,Female,Kolkata,West Bengal
SYN_P_0764,Tarun Bedi,Tarun,Bedi,Male,Navi Mumbai,Maharashtra
SYN_P_0765,Aanya Mistry,Aanya,Mistry,Female,Coimbatore,Tamil Nadu
SYN_P_0766,Karan Thomas,Karan,Thomas,Male,Varanasi,Uttar Pradesh
SYN_P_0767,Sakshi Patel,Sakshi,Patel,Female,Visakhapatnam,Andhra Pradesh
SYN_P_0768,Dev Jain,Dev,Jain,Male,Pune,Maharashtra
SYN_P_0769,Sonali Mishra,Sonali,Mishra,Female,Jaipur,Rajasthan
SYN_P_0770,Sameer Gowda,Sameer,Gowda,Male,Ranchi,Jharkhand
SYN_P_0771,Monika Thakur,Monika,Thakur,Female,Jammu,Jammu and Kashmir
SYN_P_0772,Ujjwal Rawat,Ujjwal,Rawat,Male,Chennai,Tamil Nadu
SYN_P_0773,Isha Puri,Isha,Puri,Female,Ghaziabad,Uttar Pradesh
SYN_P_0774,Varun Mishra,Varun,Mishra,Male,Vijayawada,Andhra Pradesh
SYN_P_0775,Ishita George,Ishita,George,Female,Mumbai,Maharashtra
SYN_P_0776,Saurabh Rao,Saurabh,Rao,Male,Vadodara,Gujarat
SYN_P_0777,Apoorva Malhotra,Apoorva,Malhotra,Female,Patna,Bihar
SYN_P_0778,Rajiv Joshi,Rajiv,Joshi,Male,Srinagar,Jammu and Kashmir
SYN_P_0779,Harini Krishnan,Harini,Krishnan,Female,Hyderabad,Telangana
SYN_P_0780,Arjun Solanki,Arjun,Solanki,Male,Noida,Uttar Pradesh
SYN_P_0781,Nisha Bhat,Nisha,Bhat,Female,Raipur,Chhattisgarh
SYN_P_0782,Akash Wadhwa,Akash,Wadhwa,Male,Delhi,Delhi
SYN_P_0783,Swati Bhattacharya,Swati,Bhattacharya,Female,Surat,Gujarat
SYN_P_0784,Shubham Abraham,Shubham,Abraham,Male,Chandigarh,Chandigarh
SYN_P_0785,Ritika Rao,Ritika,Rao,Female,Ludhiana,Punjab
SYN_P_0786,Lokesh Khanna,Lokesh,Khanna,Male,Mysuru,Karnataka
SYN_P_0787,Ananya Deshmukh,Ananya,Deshmukh,Female,Kanpur,Uttar Pradesh
SYN_P_0788,Ankit Ghosh,Ankit,Ghosh,Male,Bhopal,Madhya Pradesh
SYN_P_0789,Muskan Desai,Muskan,Desai,Female,Meerut,Uttar Pradesh
SYN_P_0790,Dhruv Mandal,Dhruv,Mandal,Male,Ahmedabad,Gujarat
SYN_P_0791,Divya Chopra,Divya,Chopra,Female,Haldwani,Uttarakhand
SYN_P_0792,Rohit Saha,Rohit,Saha,Male,Amritsar,Punjab
SYN_P_0793,Garima Verma,Garima,Verma,Female,Bengaluru,Karnataka
SYN_P_0794,Varun Bose,Varun,Bose,Male,Lucknow,Uttar Pradesh
SYN_P_0795,Meera Arora,Meera,Arora,Female,Indore,Madhya Pradesh
SYN_P_0796,Manish Jadhav,Manish,Jadhav,Male,Kota,Rajasthan
SYN_P_0797,Mahi Sarkar,Mahi,Sarkar,Female,Thiruvananthapuram,Kerala
SYN_P_0798,Pranav Dubey,Pranav,Dubey,Male,Dehradun,Uttarakhand
SYN_P_0799,Bhavna Rana,Bhavna,Rana,Female,Gurugram,Haryana
SYN_P_0800,Arnav Kohli,Arnav,Kohli,Male,Nashik,Maharashtra
